	fromNode	toNode	flow	travelTime
	872	869	358.941	7.96050738376
	687	688	2696.386	4.43963307638
	792	790	1122.863	3.44087682333
	401	400	3665.669	4.26723420308
	872	460	213.067	5.86001207206
	547	621	3196.173	2.93943783658
	614	68	5630.58	0.0500012556049
	534	933	4921.2	9.45421322196
	50	596	4282.2	0.050000420057
	785	914	273.762	9.24019929475
	403	606	1646.922	3.45906562126
	461	460	2339.01	6.48848983981
	575	530	2888.95	2.78580595122
	531	574	2983.815	3.18373764774
	821	815	2146.726	3.87195822597
	555	625	4352.121	1.58255986532
	682	136	7498.638	0.0500039497538
	5	551	15501.438	0.0500721320738
	778	777	1416.31	4.69472365583
	491	492	9108.809	4.48286756262
	226	772	1914.345	0.0500000167773
	575	574	12189.181	5.11605851224
	913	726	327.308	9.38006307839
	577	530	4836.159	3.17890950505
	369	915	278.703	0.0500000000075
	480	483	6146.441	2.25546033221
	732	416	109.833	5.28000720338
	91	637	6371.298	0.050002058506
	899	442	80.444	2.78027940274
	712	393	2415.245	2.70911794016
	792	246	446.796	0.0500000000498
	688	142	5699.142	0.0500013178876
	680	134	4619.061	0.0500005686634
	571	25	6014.466	0.050001634665
	833	455	858.618	2.70271750254
	833	838	381.719	4.51089768285
	764	762	417.279	4.80598331469
	681	487	3024.791	1.57082719817
	841	843	261.991	4.22726427643
	640	642	503.882	4.39265308506
	422	421	1977.429	3.54295357199
	555	9	5886.081	0.0500014994963
	624	78	8505.738	0.0500065386557
	70	616	4032.378	0.0500003302824
	842	651	793.282	4.51670683526
	858	848	179.59	7.25001396603
	499	567	9424.837	1.63562601163
	751	753	1941.975	4.36227087035
	481	691	5891.012	2.66491355825
	897	891	206.026	5.63030055416
	717	715	200.003	5.36003293382
	886	445	573.776	1.06707065056
	919	924	133.2	10.1804806799
	897	351	3089.601	0.0500001138282
	844	843	459.746	4.25035161469
	184	730	1319.337	0.050000003785
	520	519	0.0	0.75
	849	664	745.261	5.88029733868
	392	717	633.42	3.05195725885
	768	808	1325.325	3.59405158742
	138	684	1319.931	0.0500000037918
	660	902	3818.529	6.50974537784
	24	570	5409.828	0.0500010699766
	818	869	39.589	6.33000046071
	769	223	665.145	0.0500000002445
	544	904	1792.761	3.25805720078
	497	493	9141.443	3.07840969312
	665	448	1468.67	1.17544128957
	747	749	1214.353	3.92848954403
	844	839	501.56	3.95740653183
	368	914	1060.137	0.0500000015779
	595	432	1323.935	3.16355136198
	661	115	3851.37	0.0500002748536
	902	670	538.139	12.4452055232
	859	849	195.792	7.36000177296
	854	850	638.271	3.38215411247
	490	631	2689.801	3.84773923344
	894	910	176.892	10.6549791281
	398	399	6649.121	1.05775414167
	837	291	403.578	0.0500000000331
	522	523	2193.194	7.35059166027
	695	149	4718.709	0.0500006193459
	858	446	378.698	2.41000142431
	800	798	989.7	3.9579453016
	371	917	527.841	0.050000000097
	850	668	1437.879	3.84600429183
	760	765	2792.905	4.66260557795
	594	589	1680.093	5.16681511754
	891	896	35.673	8.87003447414
	777	779	3376.411	5.66644544499
	738	742	360.603	5.38085284654
	576	30	4024.062	0.0500003275662
	846	856	59.151	7.52000272767
	396	397	5287.557	2.50583477513
	854	861	2.376	9.03000000069
	497	498	7782.864	0.863488342433
	602	603	1374.137	3.82798058617
	769	774	448.134	5.24151813874
	707	161	1967.292	0.0500000187118
	813	472	1174.398	1.39489646047
	514	903	1926.224	2.67653863791
	433	617	1678.793	1.50021942025
	431	597	472.457	2.91008495588
	752	747	484.561	4.47094630814
	699	689	1324.984	5.27107850034
	685	411	2243.67	3.04891652775
	657	525	1843.67	2.51696013589
	208	754	1348.596	0.0500000041321
	580	582	1862.523	6.55794722626
	606	607	1691.707	4.12348443498
	554	435	3288.735	4.0981702909
	329	875	598.239	0.05000000016
	881	465	471.266	2.4801222743
	642	640	1501.935	4.59943070188
	397	604	3712.098	1.73008438126
	761	759	135.247	3.59001126098
	742	738	164.196	5.38003666096
	713	709	12.348	5.92000000053
	584	395	1443.54	3.89684093104
	611	403	776.105	2.09225248381
	484	480	5196.448	2.50274960171
	728	724	1938.826	3.7593316154
	732	186	317.574	0.0500000000127
	147	693	5635.98	0.0500012604286
	877	461	807.281	5.89337266865
	874	871	253.57	7.87012493883
	297	843	822.843	0.0500000005727
	784	238	137.961	0.0500000000005
	868	867	182.915	7.39000826915
	808	800	0.0	12.39
	817	271	316.089	0.0500000000125
	491	558	4885.767	3.35322118546
	519	668	2515.852	0.88037627871
	654	452	4236.26	2.3258737638
	394	601	688.042	2.69125888502
	852	850	300.453	3.67011484272
	862	465	214.671	4.50000955268
	265	811	114.912	0.0500000000002
	778	429	4687.441	2.88237271118
	500	570	4735.116	1.6100936145
	577	545	1992.198	3.64331873426
	838	292	436.833	0.0500000000455
	619	614	2735.723	5.96634138827
	812	266	105.822	0.0500000000002
	572	571	4374.648	6.03543544181
	689	699	1207.377	5.13411997597
	902	542	2982.747	4.21411227196
	668	519	3196.811	1.26664141483
	836	831	432.181	3.6992575821
	470	817	513.963	0.747745516804
	663	665	134.135	4.29001301958
	443	444	926.997	4.45328467502
	908	906	1409.61	7.66011199348
	715	717	569.295	5.36216194924
	911	908	518.721	11.423174919
	519	520	0.0	0.75
	741	739	125.478	3.38000785522
