tail.node	head.node	capacity..veh.h.	length..miles.	fftt.min.	Power	B	speed.limit..mph.
1	54632	99999	0	2.19029	0.9	3.6	NA
2	29402	99999	0	1.26518	0.9	3.6	NA
2	54633	99999	0	1.4911	0.9	3.6	NA
3	29331	99999	0	2.48214	0.9	3.6	NA
3	29390	99999	0	1.75202	0.9	3.6	NA
3	29395	99999	0	3.19336	0.9	3.6	NA
4	29395	99999	0	1.85796	0.9	3.6	NA
4	29404	99999	0	1.44027	0.9	3.6	NA
4	29429	99999	0	1.078	0.9	3.6	NA
5	29431	99999	0	0.62395	0.9	3.6	NA
5	29435	99999	0	0.8864	0.9	3.6	NA
6	29419	99999	0	2.22855	0.9	3.6	NA
7	54635	99999	0	2.15217	0.9	3.6	NA
8	34946	99999	0	1.16349	0.9	3.6	NA
9	34944	99999	0	2.50108	0.9	3.6	NA
9	34946	99999	0	1.14059	0.9	3.6	NA
10	34972	99999	0	1.13807	0.9	3.6	NA
10	34981	99999	0	1.15782	0.9	3.6	NA
11	34944	99999	0	1.34743	0.9	3.6	NA
11	34956	99999	0	1.14679	0.9	3.6	NA
11	34982	99999	0	2.10057	0.9	3.6	NA
12	25220	99999	0	1.19271	0.9	3.6	NA
12	34955	99999	0	1.48965	0.9	3.6	NA
13	34976	99999	0	1.15899	0.9	3.6	NA
13	34979	99999	0	1.43871	0.9	3.6	NA
13	34986	99999	0	1.14794	0.9	3.6	NA
14	34952	99999	0	1.73849	0.9	3.6	NA
14	34958	99999	0	1.64815	0.9	3.6	NA
14	34961	99999	0	1.1018	0.9	3.6	NA
15	29321	99999	0	2.88932	0.9	3.6	NA
15	29436	99999	0	3.05854	0.9	3.6	NA
15	34330	99999	0	1.84411	0.9	3.6	NA
16	29320	99999	0	1.15903	0.9	3.6	NA
16	34676	99999	0	1.71899	0.9	3.6	NA
17	34684	99999	0	1.86786	0.9	3.6	NA
17	34688	99999	0	2.88304	0.9	3.6	NA
17	34954	99999	0	3.17299	0.9	3.6	NA
18	34687	99999	0	1.41736	0.9	3.6	NA
18	34975	99999	0	2.62605	0.9	3.6	NA
19	34672	99999	0	0.27165	0.9	3.6	NA
20	25137	99999	0	1.78876	0.9	3.6	NA
20	34669	99999	0	2.32396	0.9	3.6	NA
21	29302	99999	0	2.67686	0.9	3.6	NA
21	29303	99999	0	2.05625	0.9	3.6	NA
22	29302	99999	0	1.55011	0.9	3.6	NA
23	40413	99999	0	0.78261	0.9	3.6	NA
24	29416	99999	0	0.73664	0.9	3.6	NA
24	29420	99999	0	2.20554	0.9	3.6	NA
25	29412	99999	0	1.53156	0.9	3.6	NA
25	29421	99999	0	1.36988	0.9	3.6	NA
26	28280	99999	0	0.99707	0.9	3.6	NA
26	29414	99999	0	2.12121	0.9	3.6	NA
27	40414	99999	0	0.47439	0.9	3.6	NA
28	29263	99999	0	0.7608	0.9	3.6	NA
29	28276	99999	0	1.00561	0.9	3.6	NA
30	28276	99999	0	1.80826	0.9	3.6	NA
30	28283	99999	0	1.41654	0.9	3.6	NA
30	29380	99999	0	3.72384	0.9	3.6	NA
31	29396	99999	0	1.16911	0.9	3.6	NA
31	29399	99999	0	3.01479	0.9	3.6	NA
32	29345	99999	0	2.77719	0.9	3.6	NA
32	29348	99999	0	1.89256	0.9	3.6	NA
33	28284	99999	0	2.19973	0.9	3.6	NA
33	28989	99999	0	2.87278	0.9	3.6	NA
34	28282	99999	0	2.98274	0.9	3.6	NA
34	29006	99999	0	3.78201	0.9	3.6	NA
34	29392	99999	0	3.8082	0.9	3.6	NA
35	28684	99999	0	2.73704	0.9	3.6	NA
35	29263	99999	0	3.25965	0.9	3.6	NA
35	29265	99999	0	2.43486	0.9	3.6	NA
36	28675	99999	0	1.57319	0.9	3.6	NA
36	28992	99999	0	2.08764	0.9	3.6	NA
36	28993	99999	0	1.78439	0.9	3.6	NA
37	28991	99999	0	1.49144	0.9	3.6	NA
37	54629	99999	0	2.06807	0.9	3.6	NA
37	54630	99999	0	2.42512	0.9	3.6	NA
38	40485	99999	0	0.56685	0.9	3.6	NA
39	28675	99999	0	1.18041	0.9	3.6	NA
39	28945	99999	0	1.27198	0.9	3.6	NA
40	40416	99999	0	1.52437	0.9	3.6	NA
41	40415	99999	0	0.71303	0.9	3.6	NA
42	28944	99999	0	2.02994	0.9	3.6	NA
42	28945	99999	0	0.68941	0.9	3.6	NA
43	28951	99999	0	1.62979	0.9	3.6	NA
44	28954	99999	0	1.0939	0.9	3.6	NA
45	28954	99999	0	1.32157	0.9	3.6	NA
45	28977	99999	0	0.70746	0.9	3.6	NA
46	28690	99999	0	2.44774	0.9	3.6	NA
46	28974	99999	0	1.14027	0.9	3.6	NA
47	29249	99999	0	0.97898	0.9	3.6	NA
48	29249	99999	0	0.82438	0.9	3.6	NA
49	40420	99999	0	0.93501	0.9	3.6	NA
50	29243	99999	0	1.25689	0.9	3.6	NA
50	29246	99999	0	1.12169	0.9	3.6	NA
51	40418	99999	0	1.05584	0.9	3.6	NA
51	40419	99999	0	1.02438	0.9	3.6	NA
52	40418	99999	0	1.1962	0.9	3.6	NA
53	29253	99999	0	0.842	0.9	3.6	NA
54	29231	99999	0	0.47139	0.9	3.6	NA
54	29257	99999	0	1.20055	0.9	3.6	NA
55	29229	99999	0	1.09244	0.9	3.6	NA
56	29237	99999	0	1.04024	0.9	3.6	NA
57	29239	99999	0	0.92571	0.9	3.6	NA
57	29241	99999	0	1.29353	0.9	3.6	NA
58	40428	99999	0	1.10732	0.9	3.6	NA
59	28972	99999	0	0.41885	0.9	3.6	NA
60	28967	99999	0	1.00762	0.9	3.6	NA
60	40429	99999	0	0.85362	0.9	3.6	NA
61	28949	99999	0	0.6828	0.9	3.6	NA
62	28668	99999	0	1.38475	0.9	3.6	NA
62	40740	99999	0	0.6845	0.9	3.6	NA
63	28972	99999	0	0.55905	0.9	3.6	NA
64	29239	99999	0	0.97024	0.9	3.6	NA
64	40741	99999	0	0.86963	0.9	3.6	NA
65	4104	99999	0	1.1856	0.9	3.6	NA
65	40741	99999	0	0.55307	0.9	3.6	NA
66	40431	99999	0	0.55746	0.9	3.6	NA
67	19844	99999	0	0.52349	0.9	3.6	NA
68	50738	99999	0	0.246	0.9	3.6	NA
69	4778	99999	0	0.75671	0.9	3.6	NA
69	4807	99999	0	1.0051	0.9	3.6	NA
70	29126	99999	0	0.30374	0.9	3.6	NA
71	28680	99999	0	0.87705	0.9	3.6	NA
72	29256	99999	0	0.72838	0.9	3.6	NA
73	28680	99999	0	0.79343	0.9	3.6	NA
74	29270	99999	0	0.88662	0.9	3.6	NA
75	40417	99999	0	1.16948	0.9	3.6	NA
76	40421	99999	0	1.11393	0.9	3.6	NA
77	29224	99999	0	1.04759	0.9	3.6	NA
78	29305	99999	0	0.86531	0.9	3.6	NA
79	29223	99999	0	1.58002	0.9	3.6	NA
79	29308	99999	0	0.60029	0.9	3.6	NA
80	29272	99999	0	1.39845	0.9	3.6	NA
80	29279	99999	0	0.40761	0.9	3.6	NA
81	40423	99999	0	0.65819	0.9	3.6	NA
82	29272	99999	0	2.31627	0.9	3.6	NA
82	40422	99999	0	1.6586	0.9	3.6	NA
83	29207	99999	0	1.3146	0.9	3.6	NA
83	29295	99999	0	1.39767	0.9	3.6	NA
83	29296	99999	0	1.0153	0.9	3.6	NA
84	25172	99999	0	2.22099	0.9	3.6	NA
85	25172	99999	0	1.203	0.9	3.6	NA
86	25137	99999	0	1.85918	0.9	3.6	NA
86	29223	99999	0	1.83841	0.9	3.6	NA
87	40424	99999	0	2.82229	0.9	3.6	NA
88	40425	99999	0	1.73758	0.9	3.6	NA
89	40426	99999	0	1.15047	0.9	3.6	NA
90	40427	99999	0	1.50077	0.9	3.6	NA
91	40427	99999	0	1.35321	0.9	3.6	NA
92	34663	99999	0	0.71797	0.9	3.6	NA
92	34668	99999	0	1.0982	0.9	3.6	NA
93	34647	99999	0	0.8831	0.9	3.6	NA
93	40426	99999	0	1.05614	0.9	3.6	NA
94	34662	99999	0	1.11489	0.9	3.6	NA
94	34663	99999	0	1.57291	0.9	3.6	NA
95	34649	99999	0	1.64253	0.9	3.6	NA
95	40444	99999	0	1.32038	0.9	3.6	NA
96	34653	99999	0	0.85467	0.9	3.6	NA
97	40432	99999	0	0.61019	0.9	3.6	NA
98	5118	99999	0	1.0615	0.9	3.6	NA
98	40432	99999	0	1.08899	0.9	3.6	NA
99	5236	99999	0	0.92403	0.9	3.6	NA
99	29169	99999	0	1.2721	0.9	3.6	NA
100	29210	99999	0	0.88095	0.9	3.6	NA
101	29209	99999	0	0.58186	0.9	3.6	NA
101	34449	99999	0	0.87868	0.9	3.6	NA
101	34453	99999	0	1.0248	0.9	3.6	NA
102	34458	99999	0	0.62707	0.9	3.6	NA
102	34466	99999	0	1.12421	0.9	3.6	NA
103	34463	99999	0	0.28788	0.9	3.6	NA
104	25150	99999	0	0.57111	0.9	3.6	NA
105	25177	99999	0	1.06709	0.9	3.6	NA
105	34653	99999	0	1.42046	0.9	3.6	NA
106	40444	99999	0	0.52297	0.9	3.6	NA
107	34360	99999	0	0.75606	0.9	3.6	NA
107	34659	99999	0	1.13119	0.9	3.6	NA
108	34660	99999	0	0.80438	0.9	3.6	NA
108	40443	99999	0	1.11311	0.9	3.6	NA
109	40443	99999	0	1.09037	0.9	3.6	NA
110	34437	99999	0	1.20574	0.9	3.6	NA
110	34442	99999	0	2.35978	0.9	3.6	NA
111	34575	99999	0	0.6765	0.9	3.6	NA
111	34592	99999	0	0.58415	0.9	3.6	NA
112	34364	99999	0	1.89615	0.9	3.6	NA
112	34575	99999	0	1.3489	0.9	3.6	NA
112	34639	99999	0	1.60801	0.9	3.6	NA
113	34636	99999	0	1.69114	0.9	3.6	NA
113	34639	99999	0	1.43394	0.9	3.6	NA
113	34696	99999	0	2.07619	0.9	3.6	NA
114	34666	99999	0	1.78973	0.9	3.6	NA
114	34698	99999	0	0.87111	0.9	3.6	NA
115	34630	99999	0	1.96417	0.9	3.6	NA
115	34632	99999	0	1.80273	0.9	3.6	NA
116	34718	99999	0	0.6135	0.9	3.6	NA
117	34728	99999	0	1.62981	0.9	3.6	NA
118	34378	99999	0	1.96633	0.9	3.6	NA
118	34391	99999	0	2.4854	0.9	3.6	NA
119	34693	99999	0	1.6493	0.9	3.6	NA
119	34701	99999	0	1.90604	0.9	3.6	NA
120	34367	99999	0	1.21516	0.9	3.6	NA
121	34364	99999	0	1.47152	0.9	3.6	NA
121	34695	99999	0	1.97896	0.9	3.6	NA
122	34625	99999	0	1.145	0.9	3.6	NA
123	34368	99999	0	2.06141	0.9	3.6	NA
124	34368	99999	0	0.89002	0.9	3.6	NA
124	34885	99999	0	1.85404	0.9	3.6	NA
125	34704	99999	0	0.43399	0.9	3.6	NA
126	34388	99999	0	2.07876	0.9	3.6	NA
126	34707	99999	0	1.82778	0.9	3.6	NA
126	34877	99999	0	1.16208	0.9	3.6	NA
127	34899	99999	0	2.07893	0.9	3.6	NA
128	34877	99999	0	1.73121	0.9	3.6	NA
128	34895	99999	0	2.14603	0.9	3.6	NA
129	34884	99999	0	1.14783	0.9	3.6	NA
129	34887	99999	0	1.18455	0.9	3.6	NA
130	34875	99999	0	0.92037	0.9	3.6	NA
131	34725	99999	0	3.4813	0.9	3.6	NA
132	40484	99999	0	1.27826	0.9	3.6	NA
133	34394	99999	0	1.34777	0.9	3.6	NA
134	34723	99999	0	1.05745	0.9	3.6	NA
135	34716	99999	0	0.60329	0.9	3.6	NA
136	34310	99999	0	1.99907	0.9	3.6	NA
136	54779	99999	0	2.94309	0.9	3.6	NA
137	34942	99999	0	1.14902	0.9	3.6	NA
137	34973	99999	0	1.65326	0.9	3.6	NA
137	35003	99999	0	1.15665	0.9	3.6	NA
138	34310	99999	0	2.51159	0.9	3.6	NA
138	34326	99999	0	2.65886	0.9	3.6	NA
138	34923	99999	0	4.41579	0.9	3.6	NA
139	34327	99999	0	2.58665	0.9	3.6	NA
139	34734	99999	0	3.28725	0.9	3.6	NA
140	35007	99999	0	3.26394	0.9	3.6	NA
140	35159	99999	0	1.72167	0.9	3.6	NA
141	34996	99999	0	1.74202	0.9	3.6	NA
141	35005	99999	0	2.81135	0.9	3.6	NA
141	54636	99999	0	1.42548	0.9	3.6	NA
142	34941	99999	0	2.28869	0.9	3.6	NA
142	34996	99999	0	1.79611	0.9	3.6	NA
143	40366	99999	0	1.52118	0.9	3.6	NA
144	34928	99999	0	2.48647	0.9	3.6	NA
144	35012	99999	0	3.79479	0.9	3.6	NA
145	35152	99999	0	3.06017	0.9	3.6	NA
145	35189	99999	0	2.11939	0.9	3.6	NA
146	34324	99999	0	0.70548	0.9	3.6	NA
146	35191	99999	0	4.95593	0.9	3.6	NA
147	35193	99999	0	4.63764	0.9	3.6	NA
147	40339	99999	0	2.79903	0.9	3.6	NA
148	35180	99999	0	0.85694	0.9	3.6	NA
148	35194	99999	0	0.3416	0.9	3.6	NA
149	35153	99999	0	2.96033	0.9	3.6	NA
149	35181	99999	0	3.38216	0.9	3.6	NA
150	40339	99999	0	3.14623	0.9	3.6	NA
151	34352	99999	0	3.92187	0.9	3.6	NA
151	34906	99999	0	5.8446	0.9	3.6	NA
152	34910	99999	0	3.5756	0.9	3.6	NA
153	34335	99999	0	1.79847	0.9	3.6	NA
153	34918	99999	0	2.26511	0.9	3.6	NA
153	35408	99999	0	3.06396	0.9	3.6	NA
154	35427	99999	0	0.96336	0.9	3.6	NA
155	35432	99999	0	0.49149	0.9	3.6	NA
156	35422	99999	0	1.17355	0.9	3.6	NA
156	35425	99999	0	0.87755	0.9	3.6	NA
157	35420	99999	0	0.5468	0.9	3.6	NA
158	40452	99999	0	3.25269	0.9	3.6	NA
159	34912	99999	0	5.54597	0.9	3.6	NA
160	34323	99999	0	1.34722	0.9	3.6	NA
161	35313	99999	0	0.78855	0.9	3.6	NA
162	35316	99999	0	0.64585	0.9	3.6	NA
163	35263	99999	0	0.66154	0.9	3.6	NA
164	10013	99999	0	2.73124	0.9	3.6	NA
164	40455	99999	0	0.38154	0.9	3.6	NA
165	40454	99999	0	1.88027	0.9	3.6	NA
165	54577	99999	0	1.21491	0.9	3.6	NA
166	34799	99999	0	2.37354	0.9	3.6	NA
166	40454	99999	0	1.93948	0.9	3.6	NA
167	40453	99999	0	3.02123	0.9	3.6	NA
168	34745	99999	0	1.38533	0.9	3.6	NA
169	34850	99999	0	1.66864	0.9	3.6	NA
170	9007	99999	0	1.59818	0.9	3.6	NA
171	34755	99999	0	0.99895	0.9	3.6	NA
172	34763	99999	0	0.82026	0.9	3.6	NA
173	34762	99999	0	0.68705	0.9	3.6	NA
174	8628	99999	0	1.28309	0.9	3.6	NA
174	34762	99999	0	0.64101	0.9	3.6	NA
175	8628	99999	0	0.91088	0.9	3.6	NA
175	8759	99999	0	0.85005	0.9	3.6	NA
176	8759	99999	0	1.05779	0.9	3.6	NA
176	34755	99999	0	0.53343	0.9	3.6	NA
177	8897	99999	0	0.98465	0.9	3.6	NA
177	9038	99999	0	1.09675	0.9	3.6	NA
178	9038	99999	0	1.36237	0.9	3.6	NA
178	34745	99999	0	0.97234	0.9	3.6	NA
179	34796	99999	0	0.84319	0.9	3.6	NA
180	9511	99999	0	0.96716	0.9	3.6	NA
181	34860	99999	0	0.97002	0.9	3.6	NA
181	34862	99999	0	0.98998	0.9	3.6	NA
181	54218	99999	0	1.00192	0.9	3.6	NA
182	34793	99999	0	1.47483	0.9	3.6	NA
182	34860	99999	0	1.13322	0.9	3.6	NA
183	40451	99999	0	1.17231	0.9	3.6	NA
184	34770	99999	0	1.37767	0.9	3.6	NA
184	34772	99999	0	1.36325	0.9	3.6	NA
185	34624	99999	0	3.26337	0.9	3.6	NA
185	40450	99999	0	1.25515	0.9	3.6	NA
186	34577	99999	0	0.96897	0.9	3.6	NA
186	34624	99999	0	0.94339	0.9	3.6	NA
187	34577	99999	0	1.85211	0.9	3.6	NA
187	34579	99999	0	0.56105	0.9	3.6	NA
188	18908	99999	0	1.38404	0.9	3.6	NA
188	34581	99999	0	1.39173	0.9	3.6	NA
189	40445	99999	0	1.03989	0.9	3.6	NA
190	34566	99999	0	0.7009	0.9	3.6	NA
191	54580	99999	0	0.68469	0.9	3.6	NA
192	34568	99999	0	0.64822	0.9	3.6	NA
193	34770	99999	0	1.6069	0.9	3.6	NA
193	34781	99999	0	1.18753	0.9	3.6	NA
194	34594	99999	0	2.25592	0.9	3.6	NA
194	34770	99999	0	2.71352	0.9	3.6	NA
195	34594	99999	0	1.19734	0.9	3.6	NA
195	34621	99999	0	1.12939	0.9	3.6	NA
195	54591	99999	0	0.97539	0.9	3.6	NA
196	34599	99999	0	0.50044	0.9	3.6	NA
196	54588	99999	0	1.28149	0.9	3.6	NA
197	34376	99999	0	1.969	0.9	3.6	NA
197	34779	99999	0	2.90278	0.9	3.6	NA
198	40511	99999	0	1.29561	0.9	3.6	NA
199	34375	99999	0	0.83485	0.9	3.6	NA
199	34543	99999	0	0.84631	0.9	3.6	NA
200	34376	99999	0	1.58373	0.9	3.6	NA
200	34501	99999	0	1.50746	0.9	3.6	NA
200	34544	99999	0	1.21397	0.9	3.6	NA
201	34528	99999	0	1.29971	0.9	3.6	NA
201	34545	99999	0	0.44229	0.9	3.6	NA
202	40449	99999	0	1.16112	0.9	3.6	NA
203	34521	99999	0	0.43212	0.9	3.6	NA
204	34399	99999	0	0.88125	0.9	3.6	NA
205	34399	99999	0	1.47149	0.9	3.6	NA
205	40447	99999	0	0.62542	0.9	3.6	NA
206	40446	99999	0	1.40416	0.9	3.6	NA
207	7704	99999	0	1.1856	0.9	3.6	NA
207	40445	99999	0	1.14089	0.9	3.6	NA
207	40446	99999	0	1.28686	0.9	3.6	NA
208	7070	99999	0	0.59482	0.9	3.6	NA
208	7271	99999	0	1.26716	0.9	3.6	NA
209	34477	99999	0	0.89669	0.9	3.6	NA
210	6888	99999	0	1.55225	0.9	3.6	NA
210	18908	99999	0	0.73952	0.9	3.6	NA
211	34434	99999	0	1.08219	0.9	3.6	NA
211	40448	99999	0	1.0951	0.9	3.6	NA
212	40503	99999	0	0.52259	0.9	3.6	NA
213	34407	99999	0	0.82938	0.9	3.6	NA
214	34407	99999	0	0.13834	0.9	3.6	NA
215	6423	99999	0	1.70448	0.9	3.6	NA
215	34469	99999	0	0.81348	0.9	3.6	NA
216	6423	99999	0	0.75647	0.9	3.6	NA
216	34475	99999	0	0.9558	0.9	3.6	NA
217	34439	99999	0	0.59482	0.9	3.6	NA
217	34478	99999	0	0.80905	0.9	3.6	NA
218	40441	99999	0	0.56362	0.9	3.6	NA
219	40441	99999	0	0.66234	0.9	3.6	NA
219	40442	99999	0	0.59787	0.9	3.6	NA
220	40442	99999	0	0.75944	0.9	3.6	NA
221	40505	99999	0	0.44189	0.9	3.6	NA
222	40506	99999	0	0.11184	0.9	3.6	NA
223	25171	99999	0	0.90241	0.9	3.6	NA
224	5597	99999	0	0.82031	0.9	3.6	NA
224	5694	99999	0	0.57942	0.9	3.6	NA
225	5439	99999	0	0.43281	0.9	3.6	NA
225	5597	99999	0	1.19841	0.9	3.6	NA
226	40440	99999	0	0.49201	0.9	3.6	NA
227	40433	99999	0	0.57908	0.9	3.6	NA
228	40434	99999	0	0.6321	0.9	3.6	NA
229	40435	99999	0	0.17386	0.9	3.6	NA
230	40437	99999	0	0.556	0.9	3.6	NA
231	40433	99999	0	1.04558	0.9	3.6	NA
231	40436	99999	0	0.43234	0.9	3.6	NA
232	40438	99999	0	0.7269	0.9	3.6	NA
233	29202	99999	0	0.5389	0.9	3.6	NA
233	40439	99999	0	0.52494	0.9	3.6	NA
234	40439	99999	0	0.50069	0.9	3.6	NA
235	29198	99999	0	0.92726	0.9	3.6	NA
235	29205	99999	0	1.05346	0.9	3.6	NA
236	5694	99999	0	1.02556	0.9	3.6	NA
236	5807	99999	0	1.17299	0.9	3.6	NA
237	5697	99999	0	0.73703	0.9	3.6	NA
238	5697	99999	0	1.03755	0.9	3.6	NA
239	40504	99999	0	0.42681	0.9	3.6	NA
240	5848	99999	0	2.23048	0.9	3.6	NA
241	34410	99999	0	0.20688	0.9	3.6	NA
242	40497	99999	0	1.09519	0.9	3.6	NA
243	34427	99999	0	0.58486	0.9	3.6	NA
244	40502	99999	0	1.44637	0.9	3.6	NA
245	7043	99999	0	0.92419	0.9	3.6	NA
245	40501	99999	0	0.97389	0.9	3.6	NA
246	40500	99999	0	0.58821	0.9	3.6	NA
247	40501	99999	0	0.40459	0.9	3.6	NA
248	40508	99999	0	0.52441	0.9	3.6	NA
249	40510	99999	0	0.37057	0.9	3.6	NA
250	34515	99999	0	0.32371	0.9	3.6	NA
251	34483	99999	0	0.53491	0.9	3.6	NA
252	40499	99999	0	0.28858	0.9	3.6	NA
253	34510	99999	0	0.58721	0.9	3.6	NA
254	7141	99999	0	0.9471	0.9	3.6	NA
254	40502	99999	0	1.30416	0.9	3.6	NA
255	40498	99999	0	0.5493	0.9	3.6	NA
256	34421	99999	0	1.23436	0.9	3.6	NA
257	7336	99999	0	0.596	0.9	3.6	NA
258	7615	99999	0	0.25914	0.9	3.6	NA
258	34513	99999	0	0.65961	0.9	3.6	NA
259	7621	99999	0	0.35069	0.9	3.6	NA
260	34396	99999	0	0.60312	0.9	3.6	NA
261	31176	99999	0	0.61477	0.9	3.6	NA
262	7626	99999	0	0.22308	0.9	3.6	NA
263	31581	99999	0	0.33173	0.9	3.6	NA
264	31176	99999	0	0.53708	0.9	3.6	NA
265	7627	99999	0	0.21866	0.9	3.6	NA
266	7650	99999	0	0.06314	0.9	3.6	NA
267	54366	99999	0	0.62349	0.9	3.6	NA
268	31399	99999	0	1.10439	0.9	3.6	NA
269	6837	99999	0	0.24851	0.9	3.6	NA
270	31334	99999	0	0.46557	0.9	3.6	NA
271	40695	99999	0	0.77106	0.9	3.6	NA
272	40696	99999	0	0.48852	0.9	3.6	NA
273	54363	99999	0	0.39144	0.9	3.6	NA
274	31553	99999	0	0.74951	0.9	3.6	NA
274	31580	99999	0	0.48274	0.9	3.6	NA
275	31553	99999	0	0.68786	0.9	3.6	NA
275	31566	99999	0	0.68393	0.9	3.6	NA
276	7277	99999	0	0.72064	0.9	3.6	NA
277	31565	99999	0	1.14042	0.9	3.6	NA
277	40523	99999	0	0.11914	0.9	3.6	NA
278	7277	99999	0	0.57443	0.9	3.6	NA
279	31391	99999	0	0.26805	0.9	3.6	NA
279	31397	99999	0	0.87148	0.9	3.6	NA
280	31391	99999	0	0.31796	0.9	3.6	NA
281	40694	99999	0	0.851	0.9	3.6	NA
282	31389	99999	0	0.4735	0.9	3.6	NA
283	7279	99999	0	0.43158	0.9	3.6	NA
283	31177	99999	0	0.43157	0.9	3.6	NA
284	19118	99999	0	0.42752	0.9	3.6	NA
285	25746	99999	0	1.12463	0.9	3.6	NA
285	54694	99999	0	3.27028	0.9	3.6	NA
286	25699	99999	0	4.17355	0.9	3.6	NA
286	25769	99999	0	2.31965	0.9	3.6	NA
287	25770	99999	0	2.60289	0.9	3.6	NA
287	25789	99999	0	4.64075	0.9	3.6	NA
287	54696	99999	0	2.3059	0.9	3.6	NA
288	25794	99999	0	4.41139	0.9	3.6	NA
288	54695	99999	0	1.20631	0.9	3.6	NA
289	25774	99999	0	2.35877	0.9	3.6	NA
289	25787	99999	0	4.54032	0.9	3.6	NA
290	40273	99999	0	1.01027	0.9	3.6	NA
291	40272	99999	0	5.24977	0.9	3.6	NA
291	40273	99999	0	2.50307	0.9	3.6	NA
292	25819	99999	0	2.05208	0.9	3.6	NA
292	40275	99999	0	1.82034	0.9	3.6	NA
293	26332	99999	0	2.13197	0.9	3.6	NA
293	26335	99999	0	1.93976	0.9	3.6	NA
294	26330	99999	0	2.21991	0.9	3.6	NA
295	40274	99999	0	2.30693	0.9	3.6	NA
296	40269	99999	0	4.22576	0.9	3.6	NA
296	40274	99999	0	3.12568	0.9	3.6	NA
297	40269	99999	0	1.51488	0.9	3.6	NA
298	40271	99999	0	2.9818	0.9	3.6	NA
299	25776	99999	0	0.69347	0.9	3.6	NA
300	25755	99999	0	1.8387	0.9	3.6	NA
301	25728	99999	0	2.40183	0.9	3.6	NA
302	25728	99999	0	1.91747	0.9	3.6	NA
303	25761	99999	0	2.90735	0.9	3.6	NA
303	25767	99999	0	3.5456	0.9	3.6	NA
303	54733	99999	0	2.01172	0.9	3.6	NA
304	25747	99999	0	2.55285	0.9	3.6	NA
304	25776	99999	0	3.3548	0.9	3.6	NA
305	25747	99999	0	3.47948	0.9	3.6	NA
306	25759	99999	0	3.06135	0.9	3.6	NA
306	40260	99999	0	2.6969	0.9	3.6	NA
307	40260	99999	0	1.88432	0.9	3.6	NA
308	25648	99999	0	0.81883	0.9	3.6	NA
309	25575	99999	0	1.8117	0.9	3.6	NA
310	40265	99999	0	1.79221	0.9	3.6	NA
311	25640	99999	0	2.65975	0.9	3.6	NA
312	25630	99999	0	1.27886	0.9	3.6	NA
313	25626	99999	0	1.99508	0.9	3.6	NA
313	25630	99999	0	2.91289	0.9	3.6	NA
314	25629	99999	0	1.7286	0.9	3.6	NA
314	54709	99999	0	3.86601	0.9	3.6	NA
315	25675	99999	0	0.57322	0.9	3.6	NA
316	25684	99999	0	1.24591	0.9	3.6	NA
317	40263	99999	0	1.6592	0.9	3.6	NA
318	25323	99999	0	2.76339	0.9	3.6	NA
318	26288	99999	0	4.76027	0.9	3.6	NA
319	25775	99999	0	2.20674	0.9	3.6	NA
319	26292	99999	0	4.43789	0.9	3.6	NA
320	40267	99999	0	3.95492	0.9	3.6	NA
320	40270	99999	0	4.77778	0.9	3.6	NA
321	40267	99999	0	3.34429	0.9	3.6	NA
322	40268	99999	0	0.6755	0.9	3.6	NA
323	26291	99999	0	0.97424	0.9	3.6	NA
323	26296	99999	0	1.24245	0.9	3.6	NA
324	26309	99999	0	0.96132	0.9	3.6	NA
325	40266	99999	0	0.25522	0.9	3.6	NA
326	26375	99999	0	2.66837	0.9	3.6	NA
326	26377	99999	0	3.12637	0.9	3.6	NA
327	26380	99999	0	2.8229	0.9	3.6	NA
327	26383	99999	0	1.81978	0.9	3.6	NA
328	26048	99999	0	1.91016	0.9	3.6	NA
329	26047	99999	0	2.41981	0.9	3.6	NA
330	26047	99999	0	1.57938	0.9	3.6	NA
330	26384	99999	0	1.46034	0.9	3.6	NA
331	26317	99999	0	1.50868	0.9	3.6	NA
331	26385	99999	0	1.66044	0.9	3.6	NA
332	26310	99999	0	0.95886	0.9	3.6	NA
333	26044	99999	0	1.62394	0.9	3.6	NA
333	26318	99999	0	1.9725	0.9	3.6	NA
334	26045	99999	0	2.46426	0.9	3.6	NA
334	26156	99999	0	1.44063	0.9	3.6	NA
335	26044	99999	0	1.43825	0.9	3.6	NA
336	26315	99999	0	1.44676	0.9	3.6	NA
337	26315	99999	0	0.70208	0.9	3.6	NA
338	26301	99999	0	1.30545	0.9	3.6	NA
339	40264	99999	0	0.77819	0.9	3.6	NA
340	25692	99999	0	3.67654	0.9	3.6	NA
341	26150	99999	0	1.92401	0.9	3.6	NA
341	26155	99999	0	1.96098	0.9	3.6	NA
342	25672	99999	0	3.56202	0.9	3.6	NA
343	25672	99999	0	2.23549	0.9	3.6	NA
344	25668	99999	0	4.05807	0.9	3.6	NA
344	25670	99999	0	2.28955	0.9	3.6	NA
345	25670	99999	0	3.58974	0.9	3.6	NA
345	26152	99999	0	4.11746	0.9	3.6	NA
346	26106	99999	0	3.8901	0.9	3.6	NA
347	25320	99999	0	3.45247	0.9	3.6	NA
347	54728	99999	0	2.65926	0.9	3.6	NA
348	26148	99999	0	0.71473	0.9	3.6	NA
349	26107	99999	0	2.81538	0.9	3.6	NA
349	26113	99999	0	1.38617	0.9	3.6	NA
350	26110	99999	0	1.53605	0.9	3.6	NA
